raceid,year,constructorid,fastestLapTime,fastestLapSpeed,grid,position,statusId,
171,2000,18,\N,\N,22,10,finished,
171,2000,22,\N,\N,9,11,finished,
171,2000,20,\N,\N,19,12,finished,
171,2000,20,\N,\N,20,R,accident,
171,2000,16,\N,\N,4,R,DNF,
171,2000,3,\N,\N,12,R,accident,
171,2000,19,\N,\N,18,R,accident,
171,2000,6,\N,\N,2,R,accident,
171,2000,1,\N,\N,5,R,accident,
171,2000,17,\N,\N,6,R,accident,
171,2000,17,\N,\N,8,R,accident,
171,2000,21,\N,\N,10,R,accident,
171,2000,19,\N,\N,14,R,accident,
172,2000,6,\N,\N,1,1,finished,
172,2000,6,\N,\N,4,2,finished,
172,2000,17,\N,\N,7,3,finished,
172,2000,16,\N,\N,8,4,finished,
172,2000,1,\N,\N,2,5,finished,
172,2000,16,\N,\N,12,6,finished,
172,2000,19,\N,\N,17,7,finished,
172,2000,15,\N,\N,9,8,finished,
172,2000,20,\N,\N,16,9,finished,
172,2000,22,\N,\N,11,10,finished,
172,2000,19,\N,\N,19,11,finished,
172,2000,18,\N,\N,22,12,finished,
172,2000,20,\N,\N,20,R,DNF,
172,2000,18,\N,\N,21,R,DNF,
172,2000,3,\N,\N,10,R,DNF,
172,2000,21,\N,\N,18,R,DNF,
172,2000,22,\N,\N,15,R,DNF,
172,2000,21,\N,\N,13,R,DNF,
172,2000,1,\N,\N,3,R,DNF,
172,2000,15,\N,\N,14,R,accident,
172,2000,3,\N,\N,6,R,DNF,
172,2000,17,\N,\N,5,R,accident,
173,2000,6,\N,\N,1,1,finished,
173,2000,1,\N,\N,2,2,finished,
173,2000,1,\N,\N,3,3,finished,
173,2000,6,\N,\N,4,4,finished,
173,2000,3,\N,\N,5,5,finished,
173,2000,16,\N,\N,9,6,finished,
173,2000,19,\N,\N,10,7,finished,
173,2000,19,\N,\N,7,8,finished,
173,2000,16,\N,\N,18,9,finished,
173,2000,15,\N,\N,19,10,finished,
173,2000,15,\N,\N,20,11,finished,
173,2000,21,\N,\N,13,12,finished,
173,2000,17,\N,\N,15,13,finished,
173,2000,22,\N,\N,12,14,finished,
173,2000,18,\N,\N,22,15,finished,
173,2000,18,\N,\N,21,R,DNF,
173,2000,3,\N,\N,6,R,accident,
173,2000,20,\N,\N,16,R,DNF,
173,2000,22,\N,\N,11,R,accident,
173,2000,17,\N,\N,8,R,DNF,
173,2000,20,\N,\N,17,R,DNF,
173,2000,21,\N,\N,14,R,DNF,
174,2000,6,\N,\N,1,1,finished,
174,2000,1,\N,\N,3,2,finished,
174,2000,6,\N,\N,4,3,finished,
174,2000,1,\N,\N,2,4,finished,
174,2000,16,\N,\N,6,5,finished,
174,2000,19,\N,\N,7,6,finished,
174,2000,22,\N,\N,5,7,finished,
174,2000,15,\N,\N,17,8,finished,
174,2000,22,\N,\N,13,9,finished,
174,2000,21,\N,\N,15,10,finished,
174,2000,20,\N,\N,18,11,finished,
174,2000,17,\N,\N,9,12,finished,
174,2000,18,\N,\N,22,13,DNF,
174,2000,19,\N,\N,12,R,DNF,
174,2000,16,\N,\N,11,R,DNF,
174,2000,3,\N,\N,8,R,DNF,
174,2000,18,\N,\N,21,R,DNF,
174,2000,3,\N,\N,16,R,DNF,
174,2000,17,\N,\N,10,R,DNF,
174,2000,21,\N,\N,14,R,accident,
174,2000,20,\N,\N,19,R,accident,
174,2000,15,\N,\N,20,R,accident,
175,1999,6,\N,\N,6,1,finished,
175,1999,17,\N,\N,5,2,finished,
175,1999,3,\N,\N,8,3,finished,
175,1999,22,\N,\N,7,4,finished,
175,1999,24,\N,\N,4,5,finished,
175,1999,21,\N,\N,18,6,finished,
175,1999,21,\N,\N,17,7,finished,
175,1999,6,\N,\N,3,8,finished,
175,1999,16,\N,\N,19,R,DNF,
175,1999,18,\N,\N,21,R,DNF,
175,1999,22,\N,\N,10,R,DNF,
175,1999,15,\N,\N,14,R,DNF,
175,1999,18,\N,\N,22,R,accident,
175,1999,20,\N,\N,12,R,accident,
175,1999,20,\N,\N,20,R,DNF,
175,1999,1,\N,\N,1,R,DNF,
175,1999,3,\N,\N,15,R,accident,
175,1999,1,\N,\N,2,R,DNF,
175,1999,16,\N,\N,11,R,DNF,
175,1999,17,\N,\N,9,R,accident,
175,1999,15,\N,\N,16,R,DNF,
175,1999,24,\N,\N,13,W,accident,
176,1999,1,\N,\N,1,1,finished,
176,1999,6,\N,\N,4,2,finished,
176,1999,17,\N,\N,8,3,finished,
176,1999,3,\N,\N,11,4,finished,
176,1999,6,\N,\N,6,5,finished,
176,1999,20,\N,\N,12,6,finished,
176,1999,22,\N,\N,9,7,finished,
176,1999,21,\N,\N,19,8,finished,
176,1999,18,\N,\N,20,9,finished,
176,1999,21,\N,\N,17,R,DNF,
176,1999,16,\N,\N,21,R,DNF,
176,1999,3,\N,\N,16,R,DNF,
176,1999,24,\N,\N,3,R,DNF,
176,1999,15,\N,\N,15,R,accident,
176,1999,22,\N,\N,5,R,DNF,
176,1999,18,\N,\N,18,R,accident,
176,1999,15,\N,\N,14,R,DNF,
176,1999,1,\N,\N,2,R,DNF,
176,1999,20,\N,\N,13,R,DNF,
176,1999,24,\N,\N,10,R,DNF,
176,1999,17,\N,\N,7,R,accident,
176,1999,16,\N,\N,0,F,DNF,
177,1999,6,\N,\N,3,1,finished,
177,1999,1,\N,\N,2,2,finished,
177,1999,24,\N,\N,6,3,finished,
177,1999,17,\N,\N,8,4,finished,
177,1999,22,\N,\N,16,5,finished,
177,1999,15,\N,\N,13,6,finished,
177,1999,16,\N,\N,19,7,finished,
177,1999,18,\N,\N,22,8,finished,
177,1999,18,\N,\N,21,9,finished,
177,1999,24,\N,\N,12,10,finished,
177,1999,3,\N,\N,10,11,accident,
177,1999,15,\N,\N,15,R,accident,
177,1999,20,\N,\N,11,R,DNF,
177,1999,6,\N,\N,4,R,DNF,
177,1999,17,\N,\N,7,R,accident,
177,1999,21,\N,\N,20,R,DNF,
177,1999,3,\N,\N,9,R,DNF,
177,1999,1,\N,\N,1,R,accident,
177,1999,21,\N,\N,18,R,accident,
177,1999,22,\N,\N,17,R,accident,
177,1999,16,\N,\N,14,R,DNF,
177,1999,20,\N,\N,5,R,accident,
178,1999,6,\N,\N,2,1,finished,
178,1999,6,\N,\N,4,2,finished,
178,1999,1,\N,\N,1,3,finished,
178,1999,17,\N,\N,6,4,finished,
178,1999,22,\N,\N,9,5,finished,
178,1999,22,\N,\N,10,6,finished,
178,1999,20,\N,\N,7,7,finished,
178,1999,3,\N,\N,11,8,finished,
178,1999,24,\N,\N,5,9,accident,
178,1999,3,\N,\N,16,R,accident,
178,1999,15,\N,\N,14,R,DNF,
178,1999,15,\N,\N,15,R,DNF,
178,1999,20,\N,\N,18,R,DNF,
178,1999,1,\N,\N,3,R,DNF,
178,1999,16,\N,\N,12,R,DNF,
178,1999,21,\N,\N,19,R,DNF,
178,1999,16,\N,\N,8,R,DNF,
178,1999,24,\N,\N,13,R,DNF,
178,1999,21,\N,\N,21,R,DNF,
178,1999,18,\N,\N,22,R,accident,
178,1999,18,\N,\N,20,R,DNF,
178,1999,17,\N,\N,17,R,accident,
179,1999,1,\N,\N,1,1,finished,
179,1999,1,\N,\N,3,2,finished,
179,1999,6,\N,\N,4,3,finished,
179,1999,6,\N,\N,2,4,finished,
179,1999,3,\N,\N,10,5,finished,
179,1999,20,\N,\N,9,6,finished,
179,1999,17,\N,\N,11,7,finished,
179,1999,16,\N,\N,16,8,finished,
179,1999,22,\N,\N,13,9,finished,
179,1999,22,\N,\N,18,10,finished,
179,1999,21,\N,\N,19,11,finished,
179,1999,21,\N,\N,20,12,finished,
179,1999,18,\N,\N,22,R,accident,
179,1999,16,\N,\N,6,R,DNF,
179,1999,15,\N,\N,12,R,DNF,
179,1999,24,\N,\N,14,R,DNF,
179,1999,17,\N,\N,8,R,DNF,
179,1999,15,\N,\N,5,R,DNF,
179,1999,3,\N,\N,17,R,DNF,
179,1999,20,\N,\N,15,R,DNF,
179,1999,18,\N,\N,21,R,DNF,
179,1999,24,\N,\N,7,D,DNF,
180,1999,1,\N,\N,2,1,finished,
180,1999,22,\N,\N,7,2,finished,
180,1999,6,\N,\N,3,3,finished,
180,1999,3,\N,\N,13,4,finished,
180,1999,24,\N,\N,10,5,finished,
180,1999,15,\N,\N,18,6,finished,
180,1999,1,\N,\N,4,7,finished,
180,1999,18,\N,\N,22,8,finished,
180,1999,20,\N,\N,15,9,finished,
180,1999,18,\N,\N,21,10,finished,
180,1999,17,\N,\N,6,11,finished,
180,1999,3,\N,\N,12,R,DNF,
180,1999,21,\N,\N,19,R,DNF,
180,1999,16,\N,\N,16,R,accident,
180,1999,6,\N,\N,1,R,accident,
180,1999,21,\N,\N,20,R,DNF,
180,1999,17,\N,\N,14,R,accident,
180,1999,24,\N,\N,5,R,DNF,
180,1999,16,\N,\N,17,R,accident,
180,1999,15,\N,\N,8,R,accident,
180,1999,20,\N,\N,9,R,accident,
180,1999,22,\N,\N,11,R,DNF,
181,1999,17,\N,\N,5,1,finished,
181,1999,1,\N,\N,14,2,finished,
181,1999,24,\N,\N,1,3,finished,
181,1999,3,\N,\N,16,4,finished,
181,1999,6,\N,\N,6,5,finished,
181,1999,6,\N,\N,17,6,finished,
181,1999,20,\N,\N,8,7,finished,
181,1999,20,\N,\N,3,8,finished,
181,1999,16,\N,\N,10,9,finished,
181,1999,18,\N,\N,20,10,finished,
181,1999,21,\N,\N,21,11,finished,
181,1999,22,\N,\N,7,R,accident,
181,1999,17,\N,\N,18,R,DNF,
181,1999,3,\N,\N,15,R,DNF,
181,1999,16,\N,\N,12,R,accident,
181,1999,22,\N,\N,13,R,accident,
181,1999,18,\N,\N,19,R,accident,
181,1999,15,\N,\N,2,R,accident,
181,1999,1,\N,\N,4,R,DNF,
181,1999,15,\N,\N,11,R,DNF,
181,1999,24,\N,\N,9,R,DNF,
181,1999,21,\N,\N,22,D,DNF,
182,1999,1,\N,\N,3,1,finished,
182,1999,6,\N,\N,4,2,finished,
182,1999,3,\N,\N,8,3,finished,
182,1999,17,\N,\N,5,4,finished,
182,1999,17,\N,\N,6,5,finished,
182,1999,15,\N,\N,12,6,finished,
182,1999,22,\N,\N,17,7,finished,
182,1999,24,\N,\N,7,8,finished,
182,1999,20,\N,\N,14,9,finished,
182,1999,22,\N,\N,18,10,finished,
182,1999,3,\N,\N,13,11,finished,
182,1999,24,\N,\N,11,12,finished,
182,1999,20,\N,\N,15,13,finished,
182,1999,15,\N,\N,10,14,finished,
182,1999,18,\N,\N,22,15,finished,
182,1999,21,\N,\N,19,16,finished,
182,1999,16,\N,\N,16,R,DNF,
182,1999,1,\N,\N,1,R,DNF,
182,1999,16,\N,\N,9,R,DNF,
182,1999,18,\N,\N,21,R,DNF,
182,1999,21,\N,\N,20,R,DNF,
182,1999,6,\N,\N,2,R,DNF,
183,1999,6,\N,\N,3,1,finished,
183,1999,1,\N,\N,2,2,finished,
183,1999,1,\N,\N,1,3,finished,
183,1999,17,\N,\N,4,4,finished,
183,1999,22,\N,\N,10,5,finished,
183,1999,15,\N,\N,16,6,finished,
183,1999,20,\N,\N,13,7,finished,
183,1999,17,\N,\N,11,8,finished,
183,1999,6,\N,\N,7,9,finished,
183,1999,20,\N,\N,18,10,finished,
183,1999,18,\N,\N,22,11,finished,
183,1999,22,\N,\N,12,12,finished,
183,1999,18,\N,\N,19,13,finished,
183,1999,24,\N,\N,6,14,finished,
183,1999,16,\N,\N,15,15,finished,
183,1999,24,\N,\N,5,R,DNF,
183,1999,15,\N,\N,17,R,DNF,
183,1999,21,\N,\N,21,R,accident,
183,1999,3,\N,\N,14,R,DNF,
183,1999,16,\N,\N,9,R,DNF,
183,1999,21,\N,\N,20,R,DNF,
183,1999,3,\N,\N,8,R,accident,
184,1999,6,\N,\N,5,1,finished,
184,1999,6,\N,\N,4,2,finished,
184,1999,17,\N,\N,2,3,finished,
184,1999,3,\N,\N,11,4,finished,
184,1999,1,\N,\N,3,5,finished,
184,1999,20,\N,\N,7,6,finished,
184,1999,22,\N,\N,13,7,finished,
184,1999,15,\N,\N,21,8,finished,
184,1999,18,\N,\N,15,9,finished,
184,1999,18,\N,\N,19,10,finished,
184,1999,24,\N,\N,17,11,finished,
184,1999,21,\N,\N,20,R,accident,
184,1999,1,\N,\N,1,R,DNF,
184,1999,3,\N,\N,14,R,DNF,
184,1999,16,\N,\N,18,R,DNF,
184,1999,21,\N,\N,22,R,DNF,
184,1999,17,\N,\N,8,R,DNF,
184,1999,20,\N,\N,9,R,DNF,
184,1999,22,\N,\N,10,R,DNF,
184,1999,24,\N,\N,6,R,DNF,
184,1999,16,\N,\N,12,R,accident,
184,1999,15,\N,\N,16,R,accident,
185,1999,1,\N,\N,1,1,finished,
185,1999,1,\N,\N,3,2,finished,
185,1999,6,\N,\N,2,3,finished,
185,1999,17,\N,\N,5,4,finished,
185,1999,24,\N,\N,8,5,finished,
185,1999,17,\N,\N,6,6,finished,
185,1999,22,\N,\N,7,7,finished,
185,1999,20,\N,\N,13,8,finished,
185,1999,3,\N,\N,16,9,finished,
185,1999,20,\N,\N,14,10,finished,
185,1999,24,\N,\N,10,11,finished,
185,1999,6,\N,\N,18,12,finished,
185,1999,16,\N,\N,17,13,finished,
185,1999,18,\N,\N,19,14,finished,
185,1999,21,\N,\N,20,15,finished,
185,1999,15,\N,\N,11,16,finished,
185,1999,18,\N,\N,22,17,finished,
185,1999,16,\N,\N,9,R,DNF,
185,1999,22,\N,\N,4,R,DNF,
185,1999,21,\N,\N,21,R,DNF,
185,1999,15,\N,\N,12,R,accident,
185,1999,3,\N,\N,15,R,DNF,
186,1999,1,\N,\N,2,1,finished,
186,1999,1,\N,\N,1,2,finished,
186,1999,17,\N,\N,3,3,finished,
186,1999,6,\N,\N,6,4,finished,
186,1999,3,\N,\N,5,5,finished,
186,1999,17,\N,\N,4,6,finished,
186,1999,6,\N,\N,9,7,finished,
186,1999,3,\N,\N,8,8,finished,
186,1999,15,\N,\N,16,9,finished,
186,1999,24,\N,\N,7,10,finished,
186,1999,22,\N,\N,13,11,finished,
186,1999,20,\N,\N,12,12,finished,
186,1999,20,\N,\N,17,13,finished,
186,1999,22,\N,\N,15,14,finished,
186,1999,16,\N,\N,11,15,finished,
186,1999,18,\N,\N,21,16,finished,
186,1999,21,\N,\N,22,R,DNF,
186,1999,18,\N,\N,20,R,DNF,
186,1999,16,\N,\N,14,R,DNF,
186,1999,24,\N,\N,10,R,DNF,
186,1999,15,\N,\N,18,R,accident,
186,1999,21,\N,\N,19,R,DNF,
187,1999,17,\N,\N,2,1,finished,
187,1999,3,\N,\N,5,2,finished,
187,1999,6,\N,\N,6,3,finished,
187,1999,24,\N,\N,7,4,finished,
187,1999,1,\N,\N,3,5,finished,
187,1999,6,\N,\N,8,6,finished,
187,1999,3,\N,\N,4,7,finished,
187,1999,16,\N,\N,11,8,finished,
187,1999,15,\N,\N,13,9,finished,
187,1999,17,\N,\N,9,10,finished,
187,1999,20,\N,\N,10,11,finished,
187,1999,24,\N,\N,15,R,DNF,
187,1999,21,\N,\N,22,R,accident,
187,1999,21,\N,\N,21,R,DNF,
187,1999,1,\N,\N,1,R,accident,
187,1999,20,\N,\N,12,R,DNF,
187,1999,16,\N,\N,18,R,DNF,
187,1999,18,\N,\N,19,R,accident,
187,1999,22,\N,\N,14,R,DNF,
187,1999,15,\N,\N,16,R,accident,
187,1999,22,\N,\N,17,R,accident,
187,1999,18,\N,\N,20,R,accident,
188,1999,24,\N,\N,14,1,finished,
188,1999,20,\N,\N,10,2,finished,
188,1999,24,\N,\N,15,3,finished,
188,1999,3,\N,\N,4,4,finished,
188,1999,1,\N,\N,3,5,finished,
188,1999,18,\N,\N,20,6,finished,
188,1999,6,\N,\N,9,7,finished,
188,1999,16,\N,\N,17,8,finished,
188,1999,20,\N,\N,5,9,finished,
188,1999,16,\N,\N,8,10,finished,
188,1999,18,\N,\N,19,R,DNF,
188,1999,21,\N,\N,22,R,DNF,
188,1999,22,\N,\N,6,R,accident,
188,1999,6,\N,\N,12,R,DNF,
188,1999,21,\N,\N,21,R,accident,
188,1999,1,\N,\N,2,R,accident,
188,1999,15,\N,\N,16,R,DNF,
188,1999,17,\N,\N,1,R,DNF,
188,1999,3,\N,\N,18,R,accident,
188,1999,17,\N,\N,7,R,DNF,
188,1999,22,\N,\N,11,R,accident,
188,1999,15,\N,\N,13,R,accident,
189,1999,6,\N,\N,2,1,finished,
189,1999,6,\N,\N,1,2,finished,
189,1999,1,\N,\N,4,3,finished,
189,1999,24,\N,\N,5,4,finished,
189,1999,24,\N,\N,6,5,finished,
189,1999,17,\N,\N,14,6,finished,
189,1999,15,\N,\N,15,7,finished,
189,1999,22,\N,\N,7,8,finished,
189,1999,18,\N,\N,19,9,finished,
189,1999,3,\N,\N,16,10,finished,
189,1999,22,\N,\N,11,11,finished,
189,1999,16,\N,\N,10,R,DNF,
189,1999,15,\N,\N,17,R,accident,
189,1999,21,\N,\N,20,R,DNF,
189,1999,18,\N,\N,21,R,accident,
189,1999,1,\N,\N,3,R,DNF,
189,1999,3,\N,\N,8,R,accident,
189,1999,21,\N,\N,22,R,DNF,
189,1999,16,\N,\N,13,R,DNF,
189,1999,20,\N,\N,12,R,DNF,
189,1999,17,\N,\N,9,R,accident,
189,1999,20,\N,\N,18,W,DNF,
190,1999,1,\N,\N,2,1,finished,
190,1999,6,\N,\N,1,2,finished,
190,1999,6,\N,\N,5,3,finished,
190,1999,17,\N,\N,4,4,finished,
190,1999,3,\N,\N,9,5,finished,
190,1999,15,\N,\N,10,6,finished,
190,1999,24,\N,\N,8,7,finished,
190,1999,24,\N,\N,13,8,finished,
190,1999,16,\N,\N,11,9,finished,
190,1999,22,\N,\N,15,10,finished,
190,1999,15,\N,\N,17,11,finished,
190,1999,16,\N,\N,18,12,finished,
190,1999,21,\N,\N,21,13,finished,
190,1999,22,\N,\N,14,14,finished,
190,1999,21,\N,\N,19,R,DNF,
190,1999,18,\N,\N,22,R,DNF,
190,1999,1,\N,\N,3,R,DNF,
190,1999,18,\N,\N,20,R,DNF,
190,1999,17,\N,\N,12,R,DNF,
190,1999,20,\N,\N,6,R,DNF,
190,1999,20,\N,\N,7,R,DNF,
190,1999,3,\N,\N,8,R,DNF,
191,1998,1,\N,\N,1,1,finished,
191,1998,1,\N,\N,2,2,finished,
191,1998,3,\N,\N,6,3,finished,
191,1998,6,\N,\N,8,4,finished,
191,1998,3,\N,\N,4,5,finished,
191,1998,15,\N,\N,5,6,finished,
191,1998,22,\N,\N,11,7,finished,
191,1998,17,\N,\N,10,8,finished,
191,1998,20,\N,\N,21,9,finished,
191,1998,22,\N,\N,7,R,DNF,
191,1998,15,\N,\N,12,R,DNF,
191,1998,20,\N,\N,15,R,DNF,
191,1998,25,\N,\N,19,R,DNF,
191,1998,21,\N,\N,16,R,DNF,
191,1998,18,\N,\N,17,R,DNF,
191,1998,18,\N,\N,22,R,DNF,
191,1998,6,\N,\N,3,R,DNF,
191,1998,21,\N,\N,20,R,DNF,
191,1998,17,\N,\N,9,R,accident,
191,1998,24,\N,\N,18,R,accident,
191,1998,25,\N,\N,13,R,accident,
191,1998,24,\N,\N,14,R,DNF,
192,1998,1,\N,\N,1,1,finished,
192,1998,1,\N,\N,2,2,finished,
192,1998,6,\N,\N,4,3,finished,
192,1998,22,\N,\N,5,4,finished,
192,1998,3,\N,\N,3,5,finished,
192,1998,22,\N,\N,7,6,finished,
192,1998,3,\N,\N,10,7,finished,
192,1998,6,\N,\N,6,8,finished,
192,1998,15,\N,\N,15,9,finished,
192,1998,24,\N,\N,16,10,finished,
192,1998,15,\N,\N,14,11,accident,
192,1998,17,\N,\N,11,D,DNF,
192,1998,20,\N,\N,9,R,DNF,
192,1998,24,\N,\N,13,R,DNF,
192,1998,25,\N,\N,21,R,DNF,
192,1998,18,\N,\N,19,R,DNF,
192,1998,21,\N,\N,22,R,DNF,
192,1998,25,\N,\N,17,R,DNF,
192,1998,21,\N,\N,20,R,DNF,
192,1998,20,\N,\N,12,R,DNF,
192,1998,18,\N,\N,18,R,accident,
192,1998,17,\N,\N,8,R,accident,
193,1998,6,\N,\N,2,1,finished,
193,1998,1,\N,\N,3,2,finished,
193,1998,6,\N,\N,4,3,finished,
193,1998,22,\N,\N,8,4,finished,
193,1998,15,\N,\N,11,5,finished,
193,1998,1,\N,\N,1,6,finished,
193,1998,22,\N,\N,10,7,finished,
193,1998,17,\N,\N,9,8,finished,
193,1998,3,\N,\N,6,9,finished,
193,1998,24,\N,\N,14,10,finished,
193,1998,20,\N,\N,16,11,finished,
193,1998,25,\N,\N,13,12,finished,
193,1998,18,\N,\N,19,13,finished,
193,1998,25,\N,\N,21,14,finished,
193,1998,20,\N,\N,15,15,finished,
193,1998,18,\N,\N,20,R,accident,
193,1998,3,\N,\N,7,R,accident,
193,1998,15,\N,\N,12,R,accident,
193,1998,17,\N,\N,5,R,DNF,
193,1998,21,\N,\N,17,R,DNF,
193,1998,24,\N,\N,22,R,DNF,
193,1998,21,\N,\N,18,R,DNF,
194,1998,1,\N,\N,1,1,finished,
194,1998,6,\N,\N,3,2,finished,
194,1998,6,\N,\N,4,3,finished,
194,1998,3,\N,\N,6,4,finished,
194,1998,3,\N,\N,8,5,finished,
194,1998,15,\N,\N,12,6,finished,
194,1998,17,\N,\N,9,7,finished,
194,1998,18,\N,\N,19,8,finished,
194,1998,21,\N,\N,14,9,finished,
194,1998,17,\N,\N,7,10,finished,
194,1998,20,\N,\N,13,11,finished,
194,1998,25,\N,\N,22,R,DNF,
194,1998,25,\N,\N,15,R,DNF,
194,1998,20,\N,\N,16,R,DNF,
194,1998,18,\N,\N,21,R,DNF,
194,1998,21,\N,\N,18,R,DNF,
194,1998,1,\N,\N,2,R,DNF,
194,1998,22,\N,\N,10,R,accident,
194,1998,22,\N,\N,5,R,DNF,
194,1998,15,\N,\N,11,R,DNF,
194,1998,24,\N,\N,20,R,DNF,
194,1998,24,\N,\N,17,R,accident,
195,1998,1,\N,\N,1,1,finished,
195,1998,1,\N,\N,2,2,finished,
195,1998,6,\N,\N,3,3,finished,
195,1998,22,\N,\N,5,4,finished,
195,1998,24,\N,\N,9,5,finished,
195,1998,3,\N,\N,10,6,finished,
195,1998,15,\N,\N,7,7,finished,
195,1998,3,\N,\N,13,8,finished,
195,1998,20,\N,\N,16,9,finished,
195,1998,15,\N,\N,14,10,finished,
195,1998,17,\N,\N,11,11,finished,
195,1998,24,\N,\N,18,12,finished,
195,1998,25,\N,\N,21,13,finished,
195,1998,18,\N,\N,20,14,finished,
195,1998,18,\N,\N,19,15,finished,
195,1998,20,\N,\N,12,16,finished,
195,1998,17,\N,\N,8,R,DNF,
195,1998,6,\N,\N,6,R,accident,
195,1998,22,\N,\N,4,R,accident,
195,1998,21,\N,\N,17,R,DNF,
195,1998,21,\N,\N,15,R,DNF,
196,1998,1,\N,\N,1,1,finished,
196,1998,22,\N,\N,3,2,finished,
196,1998,6,\N,\N,7,3,finished,
196,1998,21,\N,\N,8,4,finished,
196,1998,3,\N,\N,13,5,finished,
196,1998,21,\N,\N,12,6,finished,
196,1998,15,\N,\N,9,7,finished,
196,1998,17,\N,\N,15,8,finished,
196,1998,18,\N,\N,19,9,finished,
196,1998,6,\N,\N,4,10,finished,
196,1998,25,\N,\N,20,11,finished,
196,1998,15,\N,\N,11,12,finished,
196,1998,20,\N,\N,10,R,DNF,
196,1998,20,\N,\N,18,R,DNF,
196,1998,17,\N,\N,16,R,DNF,
196,1998,22,\N,\N,6,R,accident,
196,1998,24,\N,\N,17,R,DNF,
196,1998,1,\N,\N,2,R,DNF,
196,1998,24,\N,\N,14,R,DNF,
196,1998,3,\N,\N,5,R,accident,
196,1998,18,\N,\N,21,R,accident,
196,1998,25,\N,\N,0,F,DNF,
197,1998,6,\N,\N,3,1,finished,
197,1998,22,\N,\N,4,2,finished,
197,1998,6,\N,\N,8,3,finished,
197,1998,22,\N,\N,11,4,finished,
197,1998,24,\N,\N,13,5,finished,
197,1998,24,\N,\N,20,6,finished,
197,1998,18,\N,\N,18,7,finished,
197,1998,25,\N,\N,22,8,finished,
197,1998,21,\N,\N,19,9,finished,
197,1998,3,\N,\N,6,10,finished,
197,1998,18,\N,\N,21,R,DNF,
197,1998,17,\N,\N,10,R,DNF,
197,1998,20,\N,\N,15,R,accident,
197,1998,3,\N,\N,7,R,accident,
197,1998,1,\N,\N,1,R,DNF,
197,1998,15,\N,\N,12,R,accident,
197,1998,21,\N,\N,17,R,accident,
197,1998,1,\N,\N,2,R,DNF,
197,1998,17,\N,\N,5,R,DNF,
197,1998,15,\N,\N,9,R,accident,
197,1998,20,\N,\N,14,R,accident,
197,1998,25,\N,\N,16,R,DNF,
198,1998,6,\N,\N,2,1,finished,
198,1998,6,\N,\N,4,2,finished,
198,1998,1,\N,\N,1,3,finished,
198,1998,3,\N,\N,5,4,finished,
198,1998,22,\N,\N,10,5,finished,
198,1998,1,\N,\N,3,6,finished,
198,1998,15,\N,\N,11,7,finished,
198,1998,15,\N,\N,13,8,finished,
198,1998,22,\N,\N,9,9,finished,
198,1998,24,\N,\N,14,10,finished,
198,1998,20,\N,\N,16,11,finished,
198,1998,24,\N,\N,15,12,finished,
198,1998,21,\N,\N,19,13,finished,
198,1998,21,\N,\N,17,14,finished,
198,1998,3,\N,\N,8,15,finished,
198,1998,17,\N,\N,6,16,finished,
198,1998,18,\N,\N,21,17,finished,
198,1998,25,\N,\N,20,R,DNF,
198,1998,20,\N,\N,12,R,accident,
198,1998,18,\N,\N,22,R,DNF,
198,1998,17,\N,\N,7,R,DNF,
198,1998,25,\N,\N,18,R,DNF,
199,1998,6,\N,\N,2,1,finished,
199,1998,1,\N,\N,1,2,finished,
199,1998,6,\N,\N,5,3,finished,
199,1998,22,\N,\N,11,4,finished,
199,1998,22,\N,\N,10,5,finished,
199,1998,17,\N,\N,21,6,finished,
199,1998,3,\N,\N,3,7,finished,
199,1998,18,\N,\N,19,8,finished,
199,1998,25,\N,\N,17,9,finished,
199,1998,15,\N,\N,8,R,DNF,
199,1998,21,\N,\N,12,R,accident,
199,1998,20,\N,\N,22,R,accident,
199,1998,24,\N,\N,16,R,accident,
199,1998,24,\N,\N,15,R,DNF,
199,1998,1,\N,\N,4,R,accident,
199,1998,20,\N,\N,14,R,accident,
199,1998,25,\N,\N,20,R,accident,
199,1998,18,\N,\N,18,R,accident,
199,1998,15,\N,\N,9,R,accident,
199,1998,21,\N,\N,13,R,DNF,
199,1998,3,\N,\N,6,R,accident,
199,1998,17,\N,\N,7,R,accident,
200,1998,1,\N,\N,3,1,finished,
200,1998,1,\N,\N,14,2,finished,
200,1998,6,\N,\N,4,3,finished,
200,1998,6,\N,\N,8,4,finished,
200,1998,17,\N,\N,9,5,finished,
200,1998,3,\N,\N,11,6,finished,
200,1998,17,\N,\N,15,7,finished,
200,1998,15,\N,\N,18,8,finished,
200,1998,22,\N,\N,17,9,finished,
200,1998,20,\N,\N,16,10,finished,
200,1998,18,\N,\N,21,11,finished,
200,1998,25,\N,\N,22,12,finished,
200,1998,24,\N,\N,12,R,DNF,
200,1998,18,\N,\N,19,R,accident,
200,1998,22,\N,\N,1,R,accident,
200,1998,15,\N,\N,2,R,accident,
200,1998,3,\N,\N,7,R,DNF,
200,1998,24,\N,\N,5,R,DNF,
200,1998,21,\N,\N,13,R,accident,
200,1998,21,\N,\N,6,R,accident,
200,1998,20,\N,\N,10,R,DNF,
200,1998,25,\N,\N,20,R,accident,
201,1998,1,\N,\N,1,1,finished,
201,1998,1,\N,\N,2,2,finished,
201,1998,3,\N,\N,3,3,finished,
201,1998,17,\N,\N,5,4,finished,
201,1998,6,\N,\N,9,5,finished,
